Unnamed: 0,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,tanggal_dummy,Usia,Is_Couple,Is_SMA,Anak,cmp_masuk,Spent,deals_rate,conversion_rate,rentang
1353,1353,5232,1965,S1,Menikah,69139000.0,0,1,2014-01-27,23,86000,12000,75000,33000,15000,6000,1,4,1,5,4,0,0,0,0,0,0,3,11,0,2014-02-19,49,1,0,1,0,227000,0.09090909090909091,0.5,Tua
1354,1354,2407,1982,S1,Menikah,69109000.0,0,0,2012-11-09,10,823000,25000,459000,124000,29000,95000,1,6,6,7,4,0,0,1,0,0,0,3,11,1,2012-11-19,32,1,0,0,1,1555000,0.05,0.6,Tua
1355,1355,3834,1962,S1,Lajang,69627000.0,0,1,2013-03-17,35,231000,161000,215000,171000,30000,53000,2,8,2,11,5,0,0,0,0,0,0,3,11,0,2013-04-21,52,0,0,1,0,861000,0.08695652173913043,0.6153846153846154,Tua
1356,1356,7912,1978,S1,Menikah,38136000.0,1,0,2013-04-22,69,8000,15000,27000,0,20000,33000,2,3,1,2,8,1,0,0,0,0,0,3,11,0,2013-06-30,36,1,0,1,1,103000,0.25,0.2727272727272727,Tua
1357,1357,7712,1946,S3,Lajang,62159000.0,0,0,2014-04-28,68,182000,17000,259000,77000,70000,29000,1,6,2,10,4,0,0,0,0,0,0,3,11,0,2014-07-05,68,0,0,0,0,634000,0.05263157894736842,0.6,Lansia
1358,1358,1065,1963,S1,Lajang,80695000.0,0,0,2013-12-29,85,557000,129000,984000,193000,37000,18000,1,5,8,5,2,0,0,0,0,0,0,3,11,0,2014-03-24,51,0,0,0,0,1918000,0.05263157894736842,0.7142857142857143,Tua
1359,1359,7275,1971,S2,Lajang,33316000.0,1,1,2013-10-04,34,79000,1000,31000,4000,4000,12000,3,2,1,4,6,0,0,0,0,0,0,3,11,0,2013-11-07,43,0,0,2,0,131000,0.3,0.25,Tua
1360,1360,1343,1968,S1,Bertunangan,58554000.0,1,1,2012-09-26,55,368000,24000,68000,38000,0,88000,6,8,2,6,7,0,0,0,0,0,0,3,11,0,2012-11-20,46,1,0,2,0,586000,0.2727272727272727,0.5333333333333333,Tua
1361,1361,1384,1992,SMA,Menikah,17256000.0,1,0,2013-11-23,10,6000,4000,14000,8000,8000,22000,2,2,1,2,8,1,0,0,0,0,0,3,11,0,2013-12-03,22,1,1,1,1,62000,0.2857142857142857,0.2,Muda
1362,1362,9967,1974,S1,Cerai,53034000.0,1,1,2013-05-30,30,160000,15000,196000,15000,11000,50000,8,6,1,7,8,0,0,0,0,0,0,3,11,0,2013-06-29,40,0,0,2,0,447000,0.36363636363636365,0.42857142857142855,Tua
1363,1363,6181,1950,D3,Bertunangan,52203000.0,0,0,2012-07-31,36,488000,21000,238000,56000,108000,28000,1,8,7,11,6,0,0,0,0,0,0,3,11,0,2012-09-05,64,1,0,0,0,939000,0.037037037037037035,0.5714285714285714,Lansia
1364,1364,10507,1977,D3,Cerai,59601000.0,0,1,2013-07-25,14,691000,7000,69000,0,7000,23000,4,2,2,7,8,0,1,0,0,0,0,3,11,0,2013-08-08,37,0,0,1,1,797000,0.26666666666666666,0.2,Tua
1365,1365,2674,1958,S2,Lajang,75154000.0,0,1,2012-09-04,79,543000,10000,205000,160000,143000,82000,1,6,3,6,3,0,0,0,0,0,0,3,11,1,2012-11-22,56,0,0,1,0,1143000,0.0625,0.6666666666666666,Lansia
1366,1366,2698,1976,S1,Lajang,47025000.0,0,1,2013-11-07,52,254000,7000,108000,20000,0,26000,3,6,3,5,6,0,0,0,0,0,0,3,11,0,2013-12-29,38,0,0,1,0,415000,0.17647058823529413,0.5,Tua
1367,1367,3231,1973,S1,Menikah,37971000.0,1,0,2013-11-25,97,5000,4000,10000,2000,2000,7000,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2014-03-02,41,1,0,1,0,30000,0.2,0.1111111111111111,Tua
1368,1368,4096,1968,S2,Cerai,41335000.0,1,0,2013-12-26,24,112000,19000,21000,16000,14000,5000,3,4,1,4,7,0,0,0,0,0,0,3,11,0,2014-01-19,46,0,0,1,0,187000,0.25,0.36363636363636365,Tua
1369,1369,10476,1958,S1,Menikah,67267000.0,0,1,2014-05-13,0,134000,11000,59000,15000,2000,30000,1,3,2,5,2,0,0,0,0,0,0,3,11,0,2014-05-13,56,1,0,1,0,251000,0.09090909090909091,0.6,Lansia
1370,1370,5948,1975,S1,Lajang,57338000.0,0,1,2014-04-29,96,143000,6000,52000,11000,8000,17000,2,4,1,5,5,0,0,0,0,0,0,3,11,0,2014-08-03,39,0,0,1,0,237000,0.16666666666666666,0.4444444444444444,Tua
1371,1371,9140,1960,D3,Bertunangan,50523000.0,1,1,2013-12-25,89,51000,4000,24000,4000,7000,1000,2,2,0,4,6,0,0,0,0,0,0,3,11,0,2014-03-24,54,1,0,2,0,91000,0.25,0.25,Tua
1372,1372,10258,1965,S2,Lajang,35791000.0,2,1,2013-05-06,94,27000,0,5000,0,0,3000,2,1,0,3,8,0,0,0,0,0,0,3,11,0,2013-08-08,49,0,0,3,0,35000,0.3333333333333333,0.1111111111111111,Tua
1373,1373,5675,1960,S3,Cerai,50611000.0,0,1,2012-10-04,98,459000,0,24000,6000,0,4000,6,4,5,7,6,0,1,0,0,0,0,3,11,0,2013-01-10,54,0,0,1,1,493000,0.2727272727272727,0.4,Tua
1374,1374,4743,1969,S3,Menikah,56242000.0,0,1,2013-03-03,72,689000,8000,167000,11000,8000,88000,5,8,4,11,6,0,0,0,0,0,0,3,11,0,2013-05-14,45,1,0,1,0,971000,0.17857142857142858,0.5714285714285714,Tua
1375,1375,8805,1960,S1,Lajang,48904000.0,0,1,2012-12-02,1,283000,10000,38000,0,13000,27000,4,7,2,4,8,0,0,0,0,0,0,3,11,0,2012-12-03,54,0,0,1,0,371000,0.23529411764705882,0.4666666666666667,Tua
1376,1376,1542,1975,S1,Lajang,56243000.0,1,2,2013-12-30,26,347000,0,35000,4000,3000,7000,6,4,2,8,5,0,0,0,0,0,0,3,11,0,2014-01-25,39,0,0,3,0,396000,0.3,0.4444444444444444,Tua
1377,1377,6770,1985,S1,Menikah,21355000.0,1,0,2013-08-20,5,5000,13000,14000,0,5000,31000,2,2,1,2,6,1,0,0,0,0,0,3,11,1,2013-08-25,29,1,0,1,1,68000,0.2857142857142857,0.25,Muda
1378,1378,8773,1971,S2,Bertunangan,57420000.0,0,1,2013-06-25,22,280000,0,18000,0,0,24000,3,5,1,6,7,0,1,0,0,0,0,3,11,0,2013-07-17,43,1,0,1,1,322000,0.2,0.4166666666666667,Tua
1380,1380,10420,1955,S2,Cerai,46390000.0,0,1,2014-05-05,56,95000,14000,64000,2000,9000,38000,1,4,2,3,7,0,0,0,0,0,0,3,11,0,2014-06-30,59,0,0,1,0,222000,0.1,0.36363636363636365,Lansia
1381,1381,7514,1956,D3,Bertunangan,54342000.0,1,1,2013-07-03,74,84000,10000,34000,11000,10000,28000,4,3,1,4,6,0,0,0,0,0,0,3,11,0,2013-09-15,58,1,0,2,0,177000,0.3333333333333333,0.3333333333333333,Lansia
1384,1384,793,1973,S1,Menikah,20895000.0,1,0,2012-10-06,24,18000,3000,17000,3000,0,4000,1,2,0,3,9,0,0,0,0,0,0,3,11,0,2012-10-30,41,1,0,1,0,45000,0.16666666666666666,0.18181818181818182,Tua
1385,1385,10909,1948,S1,Menikah,92344000.0,0,0,2014-01-15,9,992000,24000,694000,51000,19000,119000,0,5,10,5,1,1,0,1,0,0,0,3,11,0,2014-01-24,66,1,0,0,2,1899000,0.0,0.8333333333333334,Lansia
1387,1387,8702,1976,D3,Bertunangan,26907000.0,1,1,2013-08-20,10,9000,1000,7000,0,3000,2000,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2013-08-30,38,1,0,2,0,22000,0.3333333333333333,0.125,Tua
1388,1388,4791,1980,S1,Bertunangan,44964000.0,1,1,2012-12-16,35,19000,1000,17000,2000,0,2000,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013-01-20,34,1,0,2,0,41000,0.2,0.1111111111111111,Tua
1389,1389,2963,1979,S1,Bertunangan,75507000.0,0,0,2014-05-02,56,709000,93000,374000,104000,80000,80000,1,8,6,6,3,0,0,0,0,0,0,3,11,0,2014-06-27,35,1,0,0,0,1440000,0.047619047619047616,0.7272727272727273,Tua
1390,1390,8216,1972,S2,Menikah,53761000.0,1,1,2013-10-11,7,158000,0,76000,13000,7000,71000,6,4,4,3,5,0,0,0,0,0,0,3,11,0,2013-10-18,42,1,0,2,0,325000,0.35294117647058826,0.4444444444444444,Tua
1391,1391,8140,1973,S1,Bertunangan,22682000.0,1,0,2013-10-03,51,10000,14000,29000,4000,2000,36000,3,2,1,4,4,0,0,0,0,0,0,3,11,0,2013-11-23,41,1,0,1,0,95000,0.3,0.3333333333333333,Tua
1392,1392,10146,1972,S3,Bertunangan,38887000.0,1,0,2014-03-02,17,25000,1000,13000,0,0,3000,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2014-03-19,42,1,0,1,0,42000,0.2,0.125,Tua
1393,1393,5289,1975,D3,Lajang,41658000.0,1,1,2012-11-09,30,8000,4000,12000,15000,4000,29000,2,1,1,2,4,0,0,0,0,0,0,3,11,0,2012-12-09,39,0,0,2,0,72000,0.3333333333333333,0.2,Tua
1394,1394,2587,1972,S3,Menikah,29791000.0,1,0,2014-05-15,21,14000,0,6000,0,0,0,2,2,0,3,5,0,0,0,0,0,0,3,11,0,2014-06-05,42,1,0,1,0,20000,0.2857142857142857,0.2857142857142857,Tua
1395,1395,4405,1956,S2,Menikah,63915000.0,0,2,2013-07-30,2,622000,7000,115000,30000,0,15000,2,6,3,12,5,0,0,0,0,0,0,3,11,0,2013-08-01,58,1,0,2,0,789000,0.08695652173913043,0.5454545454545454,Lansia
1396,1396,8663,1974,S1,Cerai,39996000.0,1,1,2014-05-22,85,11000,0,3000,0,0,1000,1,1,0,2,6,0,0,0,0,0,0,3,11,0,2014-08-15,40,0,0,2,0,15000,0.25,0.14285714285714285,Tua
1397,1397,2589,1972,S1,Cerai,26759000.0,1,0,2014-02-07,65,25000,3000,16000,8000,5000,2000,2,2,1,3,6,0,0,0,0,0,0,3,11,0,2014-04-13,42,0,0,1,0,59000,0.25,0.25,Tua
1398,1398,3421,1968,S2,Cerai,63841000.0,0,1,2013-04-21,64,635000,15000,100000,20000,7000,131000,1,9,3,9,6,0,0,0,0,0,0,3,11,0,2013-06-24,46,0,0,1,0,908000,0.045454545454545456,0.6,Tua
1399,1399,10490,1969,S3,Menikah,51039000.0,1,1,2012-12-10,11,100000,64000,79000,65000,0,109000,2,6,2,4,7,0,0,0,0,0,0,3,11,0,2012-12-21,45,1,0,2,0,417000,0.14285714285714285,0.46153846153846156,Tua
1400,1400,4094,1961,S1,Menikah,60544000.0,1,1,2012-08-25,92,201000,2000,43000,3000,5000,35000,4,5,1,5,6,0,0,0,0,0,0,3,11,0,2012-11-25,53,1,0,2,0,289000,0.26666666666666666,0.45454545454545453,Tua
1401,1401,9958,1972,S1,Menikah,65685000.0,0,1,2014-03-29,54,642000,14000,49000,0,7000,57000,1,9,2,9,5,0,0,0,0,0,0,3,11,0,2014-05-22,42,1,0,1,0,769000,0.047619047619047616,0.6428571428571429,Tua
1402,1402,2534,1953,S1,Menikah,37716000.0,0,1,2014-04-21,4,97000,1000,41000,6000,2000,41000,2,4,1,3,7,0,0,0,0,0,0,3,11,0,2014-04-25,61,1,0,1,0,188000,0.2,0.36363636363636365,Lansia
1403,1403,4188,1957,S1,Lajang,36864000.0,0,1,2012-08-13,53,204000,5000,39000,17000,0,89000,3,5,2,4,8,0,0,0,0,0,0,3,11,1,2012-10-05,57,0,0,1,0,354000,0.21428571428571427,0.38461538461538464,Lansia
1404,1404,6613,1970,S2,Menikah,44511000.0,1,0,2012-10-12,39,513000,7000,133000,46000,14000,14000,6,8,4,8,8,0,0,0,0,0,0,3,11,0,2012-11-20,44,1,0,1,0,727000,0.23076923076923078,0.5,Tua
1405,1405,10827,1967,S3,Menikah,36947000.0,1,1,2012-08-07,49,88000,3000,21000,4000,1000,29000,4,3,0,4,9,0,0,0,0,0,0,3,11,0,2012-09-25,47,1,0,2,0,146000,0.36363636363636365,0.25,Tua
1406,1406,5491,1951,S2,Bertunangan,47352000.0,0,1,2013-04-11,70,172000,12000,112000,8000,0,15000,4,6,1,5,7,0,0,0,0,0,0,3,11,0,2013-06-20,63,1,0,1,0,319000,0.25,0.46153846153846156,Lansia
1407,1407,8402,1953,S2,Menikah,67087000.0,0,1,2013-12-17,40,329000,35000,222000,130000,35000,43000,2,7,5,8,4,0,0,0,0,0,0,3,11,0,2014-01-26,61,1,0,1,0,794000,0.09090909090909091,0.6363636363636364,Lansia
1408,1408,8783,1950,S1,Menikah,57045000.0,0,1,2012-09-08,40,296000,13000,104000,11000,13000,17000,3,4,2,9,3,0,0,0,0,0,0,3,11,0,2012-10-18,64,1,0,1,0,454000,0.16666666666666666,0.5714285714285714,Lansia
1409,1409,10010,1953,S3,Cerai,36957000.0,1,1,2012-09-06,43,100000,2000,16000,2000,1000,31000,4,3,2,2,9,0,0,0,0,0,0,3,11,1,2012-10-19,61,0,0,2,0,152000,0.36363636363636365,0.25,Lansia
1410,1410,618,1977,S3,Menikah,69389000.0,0,1,2012-09-28,17,422000,7000,238000,69000,46000,15000,1,7,2,12,4,0,0,0,0,0,0,3,11,0,2012-10-15,37,1,0,1,0,797000,0.045454545454545456,0.6363636363636364,Tua
1411,1411,9121,1972,S1,Menikah,80134000.0,1,0,2013-05-20,40,1218000,16000,272000,104000,0,80000,2,5,3,6,6,0,1,1,1,0,0,3,11,1,2013-06-29,42,1,0,1,3,1690000,0.125,0.45454545454545453,Tua
1412,1412,361,1969,S2,Menikah,43142000.0,1,1,2014-02-18,84,5000,1000,7000,2000,1000,4000,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014-05-13,45,1,0,2,0,20000,0.25,0.125,Tua
1413,1413,4310,1944,S1,Menikah,80589000.0,0,0,2014-01-22,25,507000,93000,520000,242000,40000,26000,1,5,10,5,1,0,0,0,1,0,0,3,11,1,2014-02-16,70,1,0,0,1,1428000,0.047619047619047616,0.8333333333333334,Lansia
1414,1414,2678,1990,S1,Lajang,34412000.0,1,0,2013-02-13,62,52000,12000,50000,4000,36000,55000,3,5,0,3,9,0,0,0,0,0,0,3,11,0,2013-04-16,24,0,0,1,0,209000,0.2727272727272727,0.35714285714285715,Muda
1415,1415,6376,1979,S1,Lajang,57537000.0,1,0,2013-06-10,83,191000,56000,139000,51000,8000,100000,4,4,3,8,4,0,0,0,0,0,0,3,11,0,2013-09-01,35,0,0,1,0,545000,0.21052631578947367,0.5,Tua
1416,1416,524,1966,SMA,Bertunangan,22634000.0,0,0,2013-01-16,47,2000,23000,11000,8000,6000,46000,1,2,1,2,8,0,0,0,0,0,0,3,11,0,2013-03-04,48,1,1,0,0,96000,0.16666666666666666,0.2,Tua
1417,1417,10341,1948,S1,Bertunangan,51315000.0,0,0,2014-02-23,45,68000,28000,39000,16000,30000,41000,1,2,2,5,2,0,0,0,0,0,0,3,11,0,2014-04-09,66,1,0,0,0,222000,0.1,0.5,Lansia
1418,1418,5654,1972,S1,Menikah,36026000.0,2,1,2014-03-16,34,20000,4000,10000,6000,4000,17000,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2014-04-19,42,1,0,3,0,61000,0.2857142857142857,0.25,Tua
1419,1419,4098,1973,S1,Menikah,24639000.0,1,1,2014-01-28,3,20000,3000,16000,0,4000,1000,3,2,0,4,6,0,0,0,0,0,0,3,11,0,2014-01-31,41,1,0,2,0,44000,0.3333333333333333,0.25,Tua
1420,1420,5824,1972,S3,Bertunangan,34578000.0,2,1,2014-04-11,1,7000,0,1000,0,0,0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,2014-04-12,42,1,0,3,0,8000,0.25,0.14285714285714285,Tua
1421,1421,7000,1972,D3,Lajang,65704000.0,0,0,2013-10-13,18,279000,172000,74000,38000,8000,246000,1,2,10,10,1,0,0,0,0,0,0,3,11,0,2013-10-31,42,0,0,0,0,817000,0.043478260869565216,0.6666666666666666,Tua
1422,1422,2561,1966,S1,Lajang,63810000.0,0,1,2012-11-11,45,977000,12000,253000,16000,12000,101000,4,4,3,12,8,0,1,0,0,0,0,3,11,0,2012-12-26,48,0,0,1,1,1371000,0.17391304347826086,0.3333333333333333,Tua
1423,1423,5229,1969,S3,Bertunangan,54132000.0,0,1,2014-02-16,81,30000,1000,8000,0,0,3000,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2014-05-08,45,1,0,1,0,42000,0.2,0.125,Tua
1424,1424,4086,1959,S1,Menikah,18690000.0,0,0,2012-12-28,77,6000,1000,7000,23000,4000,19000,1,1,1,2,8,0,0,0,0,0,0,3,11,0,2013-03-15,55,1,0,0,0,60000,0.2,0.1111111111111111,Tua
1425,1425,2428,1970,S1,Menikah,28164000.0,1,0,2013-05-04,23,3000,18000,26000,11000,8000,12000,3,2,0,4,7,0,0,0,0,0,0,3,11,0,2013-05-27,44,1,0,1,0,78000,0.3333333333333333,0.2222222222222222,Tua
1426,1426,8254,1974,S3,Menikah,34596000.0,1,0,2013-04-13,48,14000,0,2000,0,0,7000,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013-05-31,40,1,0,1,0,23000,0.25,0.1111111111111111,Tua
1427,1427,2836,1972,S3,Menikah,43269000.0,1,0,2013-09-16,61,10000,1000,7000,0,0,1000,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013-11-16,42,1,0,1,0,19000,0.25,0.1111111111111111,Tua
1428,1428,8418,1958,D3,Lajang,38741000.0,1,1,2014-03-30,60,7000,10000,17000,8000,6000,13000,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2014-05-29,56,0,0,2,0,61000,0.2857142857142857,0.2222222222222222,Lansia
1429,1429,1362,1972,S1,Lajang,31907000.0,0,0,2013-03-04,75,33000,87000,64000,175000,16000,74000,1,6,1,6,7,0,0,0,0,0,0,3,11,0,2013-05-18,42,0,0,0,0,449000,0.07142857142857142,0.46153846153846156,Tua
1430,1430,7152,1983,S2,Menikah,27100000.0,1,0,2013-04-05,64,12000,0,13000,2000,0,10000,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2013-06-08,31,1,0,1,0,37000,0.2,0.125,Tua
1431,1431,10033,1973,D3,Cerai,31163000.0,1,0,2014-02-13,54,2000,3000,10000,11000,2000,10000,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2014-04-08,41,0,0,1,0,38000,0.2,0.14285714285714285,Tua
1432,1432,9349,1985,S1,Menikah,92533000.0,0,0,2013-12-19,84,693000,21000,118000,110000,147000,42000,1,6,5,11,2,0,0,1,1,0,0,3,11,0,2014-03-13,29,1,0,0,2,1131000,0.043478260869565216,0.75,Muda
1433,1433,274,1973,S1,Lajang,34853000.0,1,1,2013-12-23,75,9000,3000,15000,2000,3000,2000,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2014-03-08,41,0,0,2,0,34000,0.2857142857142857,0.25,Tua
1434,1434,3388,1967,S1,Cerai,70844000.0,1,1,2013-10-30,16,129000,26000,67000,3000,67000,2000,5,6,1,5,7,0,0,0,0,0,0,3,11,0,2013-11-15,47,0,0,2,0,294000,0.29411764705882354,0.46153846153846156,Tua
1435,1435,922,1979,D3,Menikah,31086000.0,1,1,2013-05-04,79,16000,2000,11000,3000,0,16000,2,1,1,2,8,1,0,0,0,0,0,3,11,0,2013-07-22,35,1,0,2,1,48000,0.3333333333333333,0.1111111111111111,Tua
1436,1436,8588,1961,S1,Menikah,60544000.0,1,1,2012-08-25,92,201000,2000,43000,3000,5000,35000,4,5,1,5,6,0,0,0,0,0,0,3,11,0,2012-11-25,53,1,0,2,0,289000,0.26666666666666666,0.45454545454545453,Tua
1437,1437,2518,1986,D3,Bertunangan,20491000.0,0,0,2013-01-25,16,5000,4000,5000,4000,2000,10000,1,0,1,2,7,0,0,0,0,0,0,3,11,0,2013-02-10,28,1,0,0,0,30000,0.25,0.0,Muda
1438,1438,574,1964,S1,Menikah,42523000.0,0,0,2014-04-23,96,14000,36000,11000,3000,26000,35000,1,1,1,4,2,0,0,0,0,0,0,3,11,0,2014-07-28,50,1,0,0,0,125000,0.14285714285714285,0.3333333333333333,Tua
1439,1439,3220,1983,S1,Menikah,39922000.0,1,0,2013-02-14,30,29000,12000,59000,19000,1000,36000,2,3,0,4,8,0,0,0,0,0,0,3,11,0,2013-03-16,31,1,0,1,0,156000,0.2222222222222222,0.2727272727272727,Tua
1440,1440,5967,1952,S1,Bertunangan,33402000.0,1,1,2013-07-18,60,26000,2000,19000,10000,5000,8000,3,2,1,3,8,0,0,0,0,0,0,3,11,0,2013-09-16,62,1,0,2,0,70000,0.3333333333333333,0.2,Lansia
1441,1441,1183,1949,S2,Menikah,36408000.0,1,1,2013-09-21,11,9000,1000,4000,3000,2000,3000,1,1,0,2,6,0,0,0,0,0,0,3,11,0,2013-10-02,65,1,0,2,0,22000,0.25,0.14285714285714285,Lansia
1442,1442,6856,1979,S1,Bertunangan,21645000.0,1,0,2012-09-03,75,14000,0,23000,4000,5000,19000,3,3,0,3,9,0,0,0,0,0,0,3,11,1,2012-11-17,35,1,0,1,0,65000,0.3333333333333333,0.25,Tua
1443,1443,4530,1948,S2,Janda,78427000.0,0,0,2012-10-24,36,972000,19000,595000,180000,26000,138000,3,3,7,10,3,0,0,0,1,0,0,3,11,1,2012-11-29,66,0,0,0,1,1930000,0.13043478260869565,0.5,Lansia
1444,1444,1553,1946,S1,Bertunangan,82657000.0,0,0,2013-09-27,71,966000,168000,672000,246000,105000,126000,1,7,5,10,4,0,1,0,1,0,0,3,11,0,2013-12-07,68,1,0,0,2,2283000,0.043478260869565216,0.6363636363636364,Lansia
1445,1445,4682,1958,S1,Menikah,51876000.0,0,0,2013-10-15,88,99000,27000,102000,28000,48000,6000,1,2,2,8,1,0,0,0,0,0,0,3,11,0,2014-01-11,56,1,0,0,0,310000,0.07692307692307693,0.6666666666666666,Lansia
1446,1446,8204,1971,D3,Menikah,78041000.0,0,0,2012-12-16,93,482000,35000,553000,72000,160000,17000,1,4,4,9,2,0,0,0,0,0,0,3,11,0,2013-03-19,43,1,0,0,0,1319000,0.05555555555555555,0.6666666666666666,Tua
1447,1447,5221,1957,S1,Menikah,52852000.0,0,1,2012-12-01,93,714000,8000,99000,11000,0,47000,4,10,7,5,8,1,0,0,0,0,0,3,11,0,2013-03-04,57,1,0,1,1,879000,0.15384615384615385,0.5555555555555556,Lansia
1448,1448,1232,1982,S3,Bertunangan,70038000.0,0,0,2013-10-25,54,587000,54000,348000,71000,54000,130000,1,4,4,8,2,0,0,0,0,0,0,3,11,0,2013-12-18,32,1,0,0,0,1244000,0.058823529411764705,0.6666666666666666,Tua
1449,1449,1927,1973,D3,Bertunangan,69401000.0,0,1,2014-03-23,41,399000,27000,159000,58000,8000,39000,4,4,4,5,2,0,0,0,0,0,0,3,11,0,2014-05-03,41,1,0,1,0,690000,0.23529411764705882,0.6666666666666666,Tua
1450,1450,5788,1972,S1,Bertunangan,46053000.0,1,0,2013-02-17,46,56000,10000,92000,19000,7000,25000,3,3,2,4,5,0,0,0,0,0,0,3,11,0,2013-04-04,42,1,0,1,0,209000,0.25,0.375,Tua
1451,1451,6652,1965,S1,Menikah,77343000.0,0,0,2014-06-09,28,227000,151000,573000,98000,54000,31000,1,3,4,9,1,0,0,0,0,0,0,3,11,0,2014-07-07,49,1,0,0,0,1134000,0.058823529411764705,0.75,Tua
1452,1452,6246,1953,S1,Lajang,73892000.0,0,0,2013-11-13,40,703000,102000,601000,0,58000,43000,1,3,11,8,1,0,0,0,0,0,0,3,11,1,2013-12-23,61,0,0,0,0,1507000,0.043478260869565216,0.75,Lansia
1453,1453,5975,1967,S3,Lajang,40304000.0,1,0,2013-09-30,82,37000,0,17000,0,0,3000,1,2,0,3,7,0,0,0,0,0,0,3,11,0,2013-12-21,47,0,0,1,0,57000,0.16666666666666666,0.2222222222222222,Tua
1454,1454,6875,1965,S3,Bertunangan,32727000.0,0,0,2012-08-28,38,167000,13000,180000,86000,13000,70000,2,7,3,5,8,0,0,0,0,0,0,3,11,0,2012-10-05,49,1,0,0,0,529000,0.11764705882352941,0.4666666666666667,Tua
1455,1455,4399,1969,S1,Bertunangan,68695000.0,0,0,2014-06-25,3,458000,81000,356000,106000,50000,40000,1,4,4,7,2,0,0,0,0,0,0,3,11,0,2014-06-28,45,1,0,0,0,1091000,0.0625,0.6666666666666666,Tua
1456,1456,4042,1971,S1,Cerai,43300000.0,0,1,2012-10-13,87,91000,3000,52000,2000,1000,31000,3,4,0,4,8,0,0,0,0,0,0,3,11,1,2013-01-08,43,0,0,1,0,180000,0.2727272727272727,0.3333333333333333,Tua
1457,1457,2157,1972,S1,Bertunangan,26290000.0,1,1,2013-01-12,49,15000,8000,16000,11000,5000,22000,4,2,0,4,6,0,0,0,0,0,0,3,11,0,2013-03-02,42,1,0,2,0,77000,0.4,0.25,Tua
1458,1458,10133,1970,S1,Lajang,93790000.0,0,0,2014-02-12,16,1302000,68000,731000,89000,114000,45000,0,6,7,12,2,0,1,1,1,0,0,3,11,1,2014-02-28,44,0,0,0,3,2349000,0.0,0.75,Tua
1459,1459,2525,1974,S3,Menikah,38410000.0,0,0,2012-09-14,65,153000,64000,123000,116000,64000,14000,2,5,2,9,6,0,0,0,0,0,0,3,11,1,2012-11-18,40,1,0,0,0,534000,0.1111111111111111,0.45454545454545453,Tua
1460,1460,8233,1950,S2,Janda,64866000.0,0,1,2014-01-26,9,508000,5000,21000,7000,5000,10000,4,7,3,7,5,0,1,0,0,0,0,3,11,0,2014-02-04,64,0,0,1,1,556000,0.19047619047619047,0.5833333333333334,Lansia
1461,1461,9483,1959,S1,Bertunangan,57957000.0,0,1,2013-08-19,24,290000,59000,177000,77000,5000,29000,7,4,6,8,3,0,0,0,0,0,1,3,11,0,2013-09-12,55,1,0,1,0,637000,0.28,0.5714285714285714,Tua
1462,1462,2945,1955,S3,Bertunangan,46015000.0,1,1,2014-04-13,25,38000,0,2000,0,0,6000,1,1,0,3,7,1,0,0,0,1,0,3,11,0,2014-05-08,59,1,0,2,2,46000,0.2,0.125,Lansia
1463,1463,10403,1978,S1,Bertunangan,16531000.0,1,0,2014-06-18,43,2000,13000,6000,7000,5000,11000,3,3,0,3,7,0,0,0,0,0,0,3,11,0,2014-07-31,36,1,0,1,0,44000,0.3333333333333333,0.3,Tua
1464,1464,5074,1986,S2,Menikah,28072000.0,1,0,2013-07-08,10,30000,0,10000,2000,0,5000,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2013-07-18,28,1,0,1,0,47000,0.2,0.125,Muda
1465,1465,10524,1963,S2,Cerai,49476000.0,0,1,2013-06-20,29,386000,23000,95000,54000,41000,196000,4,2,11,5,2,0,0,0,0,0,0,3,11,0,2013-07-19,51,0,0,1,0,795000,0.18181818181818182,0.5,Tua
1466,1466,4690,1953,S1,Menikah,50725000.0,0,1,2013-02-13,45,443000,10000,75000,0,10000,48000,4,8,1,8,8,0,0,0,0,0,0,3,11,0,2013-03-30,61,1,0,1,0,586000,0.19047619047619047,0.5,Lansia
